sample_id,n_frac,x1_m,T1_s,a_hat_m_s,a_hat_ok,Y0_m2_s,omega_star_rad_s,fracture_positions_m,mask_design,y_active,alpha_ss,Y_eq_m2_s,log10_Y_over_Y0,fracture_Q_ss_m3_s,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5
630,4,4682.70361328125,6.342223644256592,1476.6756591796875,1,0.00010182785626966506,0.9906912446022034,4682.7036|4724.3115|4773.929|4804.992,1|1|1|1,1|0|1|1,0.41229802|0.019485094|0.3702012|0.19801567,0.0001759262|0.0|0.00019746447|0.00031354954,0.23746416|-6.0078664|0.2876226|0.4884397,0.0070541613|0.00033337777|0.006333911|0.0033879245,0.016536213|0.00074434996|0.01387418|0.013765845,0.00017968674|8.460317e-06|0.00016114996|8.5902226e-05,402850.0|74926610.0|399685.6|470434.94
631,1,4511.9365234375,6.981381893157959,1292.5626220703125,1,0.00011633224494289607,0.8999916315078735,4511.9365,1,1,1.0,0.00012478093,0.030448433,0.013388491,0.010195129,9.3224095e-05,299233.1
632,6,4576.580078125,6.448060512542725,1419.521484375,1,0.00010592774924589321,0.97443026304245,4576.58|4621.9746|4634.4575|4660.9985|4696.2676|4721.069,1|1|1|1|1|1,0|1|0|1|1|0,0.0063821743|0.26121736|0.009962846|0.25595617|0.46157527|0.0049061845,0.0|0.000539061|0.0|0.0005065147|0.0004922737|0.0,-6.0250096|0.7066282|-6.0250096|0.67958236|0.667197|-6.0250096,0.00011486891|0.004701494|0.00017931526|0.004606801|0.008307614|8.830345e-05,0.00031777777|0.019913996|0.00030127153|0.01770547|0.023902806|0.00047990456,3.2099395e-06|0.00013157894|5.015062e-06|0.0001289519|0.00023290829|2.467943e-06,82542770.0|197133.11|79639740.0|214092.95|122205.74|63204200.0
633,6,4782.43115234375,6.622937202453613,1444.2025146484375,1,0.00010411746916361153,0.9487007260322571,4782.431|4808.201|4853.1035|4876.9863|4892.939|4923.844,1|1|1|1|1|1,1|1|0|0|1|1,0.32717845|0.20214833|0.015215662|0.014104962|0.30116633|0.14018625,0.0021728214|0.0015128842|0.0|0.0|0.0024540953|0.0018653246,1.3195004|1.1622821|-6.017524|-6.017524|1.3723679|1.2532308,0.0074941576|0.004630291|0.00034852105|0.00032308|0.0068983394|0.003211024,0.025943404|0.011772747|0.00041740364|0.0004950741|0.02491032|0.008202636,0.00017953997|0.000110930756|8.366621e-06|7.755155e-06|0.00016528089|7.692205e-05,30464.55|70040.88|68425230.0|75513290.0|29212.54|78366.54
634,1,4507.4189453125,7.116298675537109,1266.7874755859375,1,0.00011869924492202699,0.8829288482666016,4507.419,1,1,1.0,0.00032537774,0.43794,0.01842066,0.011811737,0.00013030716,83339.91
635,6,4707.93017578125,6.482149124145508,1452.5830078125,1,0.00010351677337894216,0.9693058729171753,4707.93|4747.367|4761.605|4795.8374|4829.7153|4871.1353,1|1|1|1|1|1,1|1|0|0|0|1,0.6814924|0.13811328|0.003811871|0.015954653|0.0029806534|0.15764719,0.0007624278|0.00048265432|0.0|0.0|0.0|0.0004988884,0.86718804|0.6686256|-6.015011|-6.015011|-6.015011|0.68299276,0.008902377|0.0018041823|4.979471e-05|0.00020841663|3.893646e-05|0.0020593551,0.046032555|0.006790881|0.0009418524|0.0009942811|0.00021796876|0.008980541,0.00037115155|7.4961936e-05|2.0659518e-06|8.673574e-06|1.615397e-06|8.55808e-05,73643.96|571073.2|76476190.0|85756690.0|89700856.0|485061.4
636,6,4813.82421875,6.456145286560059,1491.2379150390625,1,0.00010083348752232268,0.9732099771499634,4813.824|4840.7114|4856.447|4881.9146|4926.7563|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.20249857|0.22858237|0.26021153|0.110080875|0.108201705|0.09042495,0.00067104836|0.0007410147|0.0009302356|0.0006899059|0.00084725866|0.0011408816,0.8231491|0.8662221|0.96498823|0.83518517|0.9244113|1.0536358,0.0026192218|0.0029566032|0.0033657113|0.0014238433|0.0013995371|0.0011696033,0.0098886|0.014697674|0.019592563|0.0038384625|0.006943227|0.007522179,0.00015480981|0.00017480148|0.0001989377|8.404324e-05|8.258426e-05|6.8978894e-05,283075.5|227599.72|159314.86|490940.62|414911.0|365356.84
637,6,4657.72412109375,6.314598560333252,1475.22412109375,1,0.00010192804620601237,0.9950252771377563,4657.724|4669.8364|4696.75|4715.661|4733.644|4769.8423,1|1|1|1|1|1,1|1|0|1|1|1,0.1996577|0.18264042|0.009560621|0.15153481|0.3530671|0.10353934,0.0019674713|0.0020111005|0.0|0.0016509866|0.001929374|0.0018627951,1.2856147|1.2951401|-6.0082936|1.2094499|1.2771227|1.2618715,0.0024727096|0.002261955|0.00011840586|0.00187672|0.004372646|0.0012823084,0.016764551|0.019201653|0.0006916244|0.008852802|0.023368886|0.0060983063,0.00015547566|0.00014221984|7.450999e-06|0.000118022326|0.00027531295|8.0607395e-05,101321.49|108679.51|65296964.0|155475.61|58853.78|187244.61
638,3,4603.669921875,6.979593276977539,1319.179931640625,1,0.00011398498463677242,0.9002222418785095,4603.67|4622.2705|4632.539,1|1|1,1|0|1,0.08219451|0.006465853|0.91133964,0.0014984416|0.0|0.00017766215,1.1187922|-6.0568476|0.1927475,0.0012377329|9.7366596e-05|0.013723485,0.011826981|0.0005664834|0.012,0.000103787184|8.173956e-06|0.0013470326,264124.06|63289636.0|204997.92
639,1,4537.298828125,7.019719123840332,1292.7293701171875,1,0.00011631723464233801,0.8950764536857605,4537.299,1,1,1.0,8.83991e-05,-0.119195715,0.022497702,0.009463725,0.00051440275,251381.62
640,5,4692.951171875,6.453592300415039,1454.36865234375,1,0.00010338968422729522,0.9735949635505676,4692.951|4718.672|4741.293|4751.452|4788.9854,1|1|1|1|1,1|0|1|1|1,0.14650223|0.006194951|0.11042832|0.22623092|0.5106436,0.00090790435|0.0|0.0010305298|0.0008936716|0.0010773257,0.9435629|-6.0144773|0.99858344|0.9367008|1.0178698,0.0019704518|8.332195e-05|0.0014852585|0.0030428008|0.006868145,0.005085036|0.00032717525|0.0033573734|0.0095441|0.021920247,6.652077e-05|2.8123181e-06|5.013682e-05|0.00010277742|0.00023219484,269738.25|80023250.0|290080.66|182153.12|67401.34
641,2,4725.2333984375,6.503093242645264,1453.2264404296875,1,0.00010347094939788803,0.9661840796470642,4725.2334|4738.78,1|1,1|1,0.3304796|0.66952044,0.0002354412|0.00020313273,0.35706422|0.29296172,0.0059139295|0.011981063,0.005150431|0.011915061,8.841238e-05|0.00017945711,358288.78|205380.2
642,1,4850.3779296875,7.092259883880615,1367.7947998046875,1,0.00010993368050549179,0.8859214782714844,4850.378,1,1,1.0,0.00014620421,0.12382941,0.017740656,0.0078462325,0.00010381334,192684.95
643,4,4513.46728515625,6.200386047363281,1455.8665771484375,1,0.00010328330245101824,1.013353943824768,4513.4673|4551.99|4584.1177|4629.132,1|1|1|1,1|1|1|1,0.24422769|0.11263128|0.21014524|0.43299577,0.0005998155|0.0008738777|0.00061951607|0.0011021032,0.76398766|0.9274206|0.77802247|1.0281922,0.0052476353|0.0024200692|0.0045153177|0.009303629,0.011858847|0.0032285752|0.007486014|0.032158848,0.000108385895|4.9956154e-05|9.3258765e-05|0.00019218706,158453.05|218133.08|177541.03|48707.617
644,2,4598.21044921875,6.972620964050293,1318.93310546875,1,0.00011400631774449721,0.9011224508285522,4598.2104|4619.1846,1|1,1|1,0.5795353|0.4204647,0.00013988008|0.00012707888,0.0888273|0.047144778,0.009050409|0.0065662568,0.0162229|0.009206725,0.00010836743|7.858628e-05,394917.1|599068.5
645,4,4516.4033203125,6.185230255126953,1460.38330078125,1,0.00010296386608388275,1.0158369541168213,4516.4033|4555.259|4565.681|4609.2603,1|1|1|1,1|1|1|1,0.20340848|0.4550347|0.21698822|0.12456858,0.0017072374|0.0019884526|0.0016101263|0.001441886,1.2196091|1.2858304|1.1941751|1.1462461,0.0037185447|0.008318567|0.003966798|0.0022772592,0.008314998|0.018538812|0.006959153|0.0030477075,6.662479e-05|0.00014907563|7.1078204e-05|4.080054e-05,75397.48|29886.713|73985.04|103831.055
646,1,4825.9501953125,7.063409328460693,1366.46484375,1,0.00011004067346220836,0.8895400166511536,4825.95,1,1,1.0,5.880532e-05,-0.27213588,0.018797414,0.013225895,0.00011924833,452318.5
647,4,4837.92333984375,6.780808925628662,1426.9456787109375,1,0.00010537661728449166,0.926612913608551,4837.9233|4870.727|4917.2485|4939.9126,1|1|1|1,1|1|1|1,0.33899403|0.13916098|0.29913923|0.22270577,0.00095860916|0.0011142758|0.0010916651|0.0010548123,0.95889735|1.0242485|1.0153452|1.000431,0.0060048024|0.0024650411|0.005298831|0.0039449194,0.013827534|0.004303632|0.012531933|0.008699603,0.00014372153|5.896699e-05|0.00012681143|9.439474e-05,86372.14|166486.28|85665.305|118063.05
648,1,4743.17822265625,6.741939544677734,1407.0662841796875,1,0.00010686540190363303,0.9319551587104797,4743.178,1,1,1.0,0.0009197269,0.9348218,0.01971464,0.011029489,0.00012322926,27352.77
649,5,4718.7509765625,6.61052131652832,1427.648681640625,1,0.0001053247251547873,0.9504826068878174,4718.751|4764.219|4793.38|4810.208|4850.3843,1|1|1|1|1,1|1|1|1|0,0.1876063|0.3721705|0.26233363|0.15013339|0.027756201,0.000497393|0.00045176293|0.00055972143|0.0006094935|0.0,0.6741694|0.6323803|0.72544163|0.76243883|-6.0225306,0.0029940796|0.0059396094|0.004186681|0.0023960352|0.00044297168,0.0118561955|0.019377893|0.02176368|0.011413151|0.00028195122,6.734486e-05|0.00013372874|9.419592e-05|5.388411e-05|9.997423e-06,335086.66|186225.5|213210.84|341294.16|81404130.0
650,4,4865.09716796875,6.557116985321045,1483.9134521484375,1,0.00010133118485100567,0.9582237005233765,4865.097|4877.747|4910.2446|4933.4966,1|1|1|1,1|1|0|1,0.30611533|0.29128855|0.019307626|0.3832885,0.004594265|0.0035920946|0.0|0.0035656693,1.6564729|1.5496047|-6.005743|1.5463979,0.006235009|0.0059330147|0.00039326103|0.0078068855,0.021823807|0.01529497|0.0005818852|0.019504383,0.00012441346|0.00011839306|7.8635885e-06|0.0001557994,16567.047|21954.555|70749610.0|17282.078
651,3,4592.37060546875,6.558129787445068,1400.5123291015625,1,0.00010736550757428631,0.9580758213996887,4592.3706|4630.0757|4675.7944,1|1|1,0|1|1,0.023780795|0.5931431|0.3830761,0.0|0.0021305464|0.0018086961,-6.0308647|1.2976263|1.2265009,0.00037902652|0.0094537195|0.0061055995,0.00021834475|0.01551837|0.009108622,9.530155e-06|0.00023711436|0.00015311476,72294990.0|24302.865|43238.25
652,2,4767.85009765625,6.576226234436035,1450.0262451171875,1,0.00010369930532760918,0.9554393887519836,4767.85|4816.8096,1|1,1|1,0.35058784|0.64941216,0.0012070774|0.0012042896,1.0659593|1.0649551,0.0051538874|0.0095468145,0.0077523226|0.014537074,8.678127e-05|0.00016079606,78175.38|43159.3
653,5,4797.40771484375,6.554357051849365,1463.883544921875,1,0.00010271766950609162,0.9586272835731506,4797.4077|4845.7397|4872.6255|4910.4897|4929.5586,1|1|1|1|1,0|1|1|1|0,0.024734901|0.17718181|0.3685004|0.41836286|0.011220036,0.0|0.0041192216|0.004954595|0.0032945718|0.0,-6.0116453|1.60317|1.6833631|1.5061538|-6.0116453,0.00052091054|0.0037314026|0.007760522|0.008810612|0.00023629103,0.0007612763|0.010591844|0.025221355|0.01935122|0.0004902706,9.794515e-06|6.994442e-05|0.00014548728|0.00016519307|4.4319972e-06,68862600.0|25771.293|12432.508|16663.352|62225990.0
654,1,4721.4375,6.999419212341309,1349.0941162109375,1,0.00011145754251629114,0.8976724147796631,4721.4375,1,1,1.0,4.9595084e-05,-0.35166997,0.017140703,0.010923804,0.00010539852,588154.7
655,4,4674.74462890625,6.456240653991699,1448.132080078125,1,0.00010383493645349517,0.9731956720352173,4674.7446|4723.133|4758.4854|4804.2563,1|1|1|1,1|1|1|1,0.25067133|0.15850954|0.4640185|0.12680064,0.0014359354|0.0018280764|0.0011879714|0.0015973399,1.1407914|1.2456509|1.0584625|1.1870538,0.0042787697|0.0027056374|0.007920443|0.0021643906,0.014941177|0.010566653|0.021219455|0.0052508623,0.00012241684|7.739548e-05|0.00022682203|6.1914085e-05,80577.234|97785.055|52962.22|128742.01
656,1,4847.958984375,7.0393500328063965,1377.3883056640625,1,0.0001091679951059632,0.8925803303718567,4847.959,1,1,1.0,8.5491025e-05,-0.10617429,0.019671014,0.01117876,0.00012333467,297297.12
657,2,4529.75927734375,6.084448337554932,1488.9630126953125,1,0.00010098754137288779,1.032663106918335,4529.7593|4552.204,1|1,1|1,0.22988078|0.77011925,0.0009269644|0.0006603533,0.96279526|0.8155086,0.0041801636|0.014003887,0.005227203|0.020863641,4.9919985e-05|0.00016733863,125110.984|54017.676
658,3,4858.6982421875,6.654061794281006,1460.37060546875,1,0.0001029647610266693,0.9442631602287292,4858.698|4906.733|4950.0,1|1|1,1|1|1,0.5521767|0.14138001|0.30644327,0.0003683294|0.00037222393|0.000253227,0.5535479|0.5581158|0.39082158,0.009121512|0.0023354834|0.0050621945,0.019731777|0.0018259314|0.007066838,0.00011387015|2.9134382e-05|6.3183856e-05,148763.58|546959.1|389487.4
659,4,4669.669921875,6.490110397338867,1439.0108642578125,1,0.00010449309775140136,0.968116819858551,4669.67|4708.4414|4746.052|4775.9077,1|1|1|1,1|1|1|1,0.2861899|0.092153795|0.24360934|0.37804696,0.0025141176|0.0020907922|0.0020028567|0.0021869391,1.381298|1.3012233|1.2825623|1.3207492,0.0052499603|0.0016904991|0.0044688485|0.006935016,0.016483678|0.0043463935|0.010022004|0.020195255,0.00010944939|3.523898e-05|9.3175644e-05|0.00014461298,36916.375|78611.34|53370.297|32549.426
660,2,4568.01708984375,6.291402339935303,1452.1458740234375,1,0.00010354793630540371,0.9986938834190369,4568.017|4600.9854,1|1,1|1,0.20435353|0.7956465,0.0030097766|0.00042561872,1.4633929|0.6138794,0.004552521|0.017725151,0.017715866|0.008177908,0.00012738712|0.0005,35401.746|66093.0
661,3,4817.876953125,6.850886344909668,1406.4974365234375,1,0.00010690862836781889,0.9171346426010132,4817.877|4867.5356|4912.056,1|1|1,1|1|1,0.69482255|0.2203114|0.08486605,0.0002335552|0.0003012265|0.0004878368,0.33937696|0.44988057|0.6592619,0.014251775|0.004518893|0.0017407204,0.01497271|0.0066180876|0.0019424078,0.0002416889|7.638219e-05|2.939864e-05,150170.53|366411.28|540695.75
662,3,4778.80322265625,6.550011157989502,1459.174072265625,1,0.00010304919123882428,0.959263265132904,4778.803|4800.066|4826.069,1|1|1,1|1|1,0.16574368|0.3608532|0.47340313,0.00089754694|0.0010675801|0.0008217011,0.94001263|1.015356|0.9016693,0.0031721361|0.0069063|0.009060371,0.0029235608|0.02083277|0.012402157,4.977721e-05|0.00010839879|0.00014224951,155262.38|67620.5|66837.56
663,2,4563.1953125,6.169278144836426,1479.3287353515625,1,0.00010164522973354906,1.0184636116027832,4563.1953|4604.897,1|1,1|1,0.6336634|0.36633655,0.0005873199|0.000576561,0.76178783|0.7537584,0.0089727305|0.005187358,0.012169996|0.0057115215,0.00015689268|9.066033e-05,94665.11|165516.67
664,5,4539.861328125,6.310349464416504,1438.8621826171875,1,0.00010450390254845843,0.9956952929496765,4539.8613|4586.246|4598.2817|4624.441|4665.654,1|1|1|1|1,1|1|1|1|1,0.33169645|0.39599046|0.078926265|0.08636454|0.10702228,0.0023590296|0.002896222|0.0023648974|0.0018538642|0.002176944,1.3536009|1.4426993|1.3546798|1.2489454|1.3187147,0.007098249|0.00847413|0.001689009|0.0018481868|0.002290259,0.021878125|0.029352002|0.004877068|0.0037345854|0.0050993795,0.00014467172|0.0001727265|3.4418066e-05|3.7662274e-05|4.6672165e-05,29505.1|20170.244|76764.77|78509.9|75936.484
665,6,4755.5654296875,6.563989639282227,1448.9862060546875,1,0.00010377373109804466,0.9572204947471619,4755.5654|4785.057|4828.575|4861.4253|4884.18|4931.019,1|1|1|1|1|1,1|1|1|1|1|1,0.104496405|0.21954244|0.16670711|0.18950611|0.066411495|0.25333643,0.00028636548|0.00024751987|0.00022095932|0.00023396849|0.00038262672|0.0003141517,0.44083336|0.3775228|0.32822508|0.3530701|0.56668794|0.48105213,0.0016478627|0.0034620888|0.0026288987|0.0029884288|0.0010472804|0.003995005,0.0074235043|0.01828244|0.009296849|0.01141496|0.004123486|0.02330712,5.2653857e-05|0.000110870315|8.41518e-05|9.568637e-05|3.344714e-05|0.0001279179,1057838.1|583356.75|860229.25|714774.7|1235907.9|398314.9
666,5,4806.17236328125,6.78587007522583,1416.5235595703125,1,0.00010615193605190143,0.9259218573570251,4806.1724|4829.015|4874.122|4910.6035|4950.0,1|1|1|1|1,1|0|1|0|0,0.86677843|0.01961218|0.08619072|0.009153521|0.01826516,0.00048160972|0.0|0.00038101577|0.0|0.0,0.6567674|-6.025928|0.55501515|-6.025928|-6.025928,0.014604631|0.000330452|0.0014522554|0.00015423064|0.00030775557,0.034848455|0.000668364|0.0024770377|0.00085571373|0.0006879622,0.00029738125|6.715296e-06|2.9489842e-05|3.131669e-06|6.2555887e-06,71070.08|50486630.0|877930.0|66441908.0|70526470.0
667,6,4814.544921875,6.537935733795166,1472.8028564453125,1,0.00010209561878582463,0.9610350728034973,4814.545|4824.717|4852.7007|4892.2563|4911.6655|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.28209224|0.0635474|0.20210882|0.07827241|0.17201646|0.20196268,0.00018594692|0.0002551501|0.000155363|0.00021040163|0.0001693097|0.00014575045,0.26038212|0.39778882|0.18234079|0.3140422|0.219675|0.15460312,0.0062073884|0.0013983491|0.004447368|0.0017223703|0.0037851909|0.004444152,0.018684793|0.002927062|0.0101377675|0.0035268834|0.011207273|0.01239702,0.000228017|5.0891857e-05|0.00016314162|6.275754e-05|0.00013857953|0.00016315379,433136.2|1389721.1|723447.0|1374364.8|779994.25|771800.06
668,1,4547.48095703125,6.844456672668457,1328.8070068359375,1,0.00011315918527543545,0.9179961681365967,4547.481,1,1,1.0,2.4620902e-05,-0.6623841,0.020253025,0.01188143,0.00014737675,1002706.6
669,3,4785.3369140625,6.478139400482178,1477.3800048828125,1,0.00010177930380450562,0.9699058532714844,4785.337|4799.126|4831.563,1|1|1,1|1|1,0.39240754|0.47760066|0.1299918,0.00096312887|0.0009760061|0.0014280296,0.976025|0.9817931|1.1470778,0.0075778235|0.009222997|0.0025102852,0.01658625|0.022639193|0.004842415,0.00011936689|0.00014529758|3.952741e-05,68261.29|55434.965|125100.336
670,2,4667.7421875,6.382458686828613,1462.6783447265625,1,0.0001028023034450598,0.9844459295272827,4667.742|4697.05,1|1,1|1,0.36240786|0.63759214,0.0025209421|0.0025852986,1.3895601|1.4005079,0.0047701485|0.008392228,0.0086126495|0.014921524,6.029037e-05|0.00010607699,37503.426|22307.672
671,5,4647.2685546875,6.741502285003662,1378.7041015625,1,0.0001090638033929281,0.932015597820282,4647.2686|4675.655|4711.0913|4733.6597|4750.811,1|1|1|1|1,0|0|1|1|1,0.008446384|0.0020764293|0.38253868|0.19914807|0.40779042,0.0|0.0|0.0019677703|0.002530749|0.0041288338,-6.0376806|-6.0376806|1.2562938|1.3655684|1.5781468,0.00012121972|2.9800229e-05|0.0054900693|0.0028581077|0.005852474,0.0005460303|0.00051071454|0.014735458|0.009161222|0.02482098,4.4768053e-06|1.1000594e-06|0.00020288018|0.00010556204|0.00021618624,67094176.0|94313030.0|45310.293|62393.957|20009.809
672,4,4753.89794921875,6.523313999176025,1457.510009765625,1,0.00010316684347344562,0.9631891250610352,4753.898|4801.212|4842.2607|4858.0728,1|1|1|1,1|1|1|1,0.114740975|0.20680845|0.2796243|0.39882627,0.0022620668|0.0037905779|0.004464244|0.0038587295,1.3409653|1.5651653|1.6362078|1.5729042,0.001562356|0.0028159814|0.0038074693|0.0054305675,0.004822153|0.010885329|0.01872253|0.025728537,5.757263e-05|0.00010380157|0.00014037131|0.00020025257,54713.227|39596.41|27485.84|23266.729
673,1,4584.70458984375,6.251551151275635,1466.741455078125,1,0.00010251752973999828,1.0050601959228516,4584.7046,1,1,1.0,0.0004988546,0.6871759,0.015305913,0.010182624,9.068193e-05,65328.195
674,6,4665.60888671875,6.256906032562256,1491.346923828125,1,0.0001008261097013019,1.0042001008987427,4665.609|4679.636|4691.5796|4727.2334|4758.6284|4784.923,1|1|1|1|1|1,1|1|1|1|1|1,0.19899638|0.11165262|0.24796017|0.12545475|0.17810245|0.13783364,0.0013627614|0.0014193811|0.0011093476|0.0013616586|0.001258701|0.001686459,1.1308469|1.1485261|1.0414947|1.1304953|1.0963496|1.2234029,0.0025507736|0.0014311846|0.0031784007|0.001608103|0.002282951|0.0017667778,0.01681872|0.008126052|0.01594232|0.007987474|0.014306295|0.012935824,0.00013339729|7.480725e-05|0.00016635528|8.407454e-05|0.000119413904|9.236638e-05,142894.5|238438.9|141118.83|221550.45|172651.23|164926.08
675,3,4657.3271484375,6.348233699798584,1467.2828369140625,1,0.00010247970203636214,0.9897533059120178,4657.327|4701.638|4741.282,1|1|1,1|1|1,0.5641753|0.24406835|0.19175634,0.00084093626|0.00086475955|0.0010002088,0.91412526|0.92625755|0.98945284,0.00818085|0.0035391243|0.0027805716,0.020527363|0.007534138|0.0075014867,0.00018085811|7.8188416e-05|6.142043e-05,72553.9|161142.8|176455.22
676,4,4605.50927734375,6.564199924468994,1403.22021484375,1,0.00010715831012930721,0.9571897983551025,4605.5093|4617.2983|4658.2476|4674.1333,1|1|1|1,1|0|1|1,0.4053434|0.0043843705|0.18030141|0.4099708,0.0011772002|0.0|0.0011393444|0.0013918146,1.0408245|-6.030026|1.0266292|1.1135556,0.006586865|7.1246395e-05|0.002929913|0.0066620605,0.016445728|0.0009291386|0.0047755176|0.022106819,0.00015955589|1.7246425e-06|7.094363e-05|0.00016136953,64119.113|78577450.0|139806.34|53689.113
677,2,4726.3876953125,6.373310565948486,1483.181396484375,1,0.00010138120705960318,0.9858589172363281,4726.3877|4759.281,1|1,1|1,0.5799481|0.4200519,0.00024533653|0.00024343733,0.38380495|0.38042992,0.011256332|0.008152873,0.010429635|0.0063414886,0.00014124786|0.0001022555,180951.66|251541.94
